article_number	structural_index	entity_type	concept	subject	action	object	legal_force	full_text
제10조제2항제4호	[]	DEFINITION	대통령령으로 정하는 경우				DEFINITIONAL	제10조제2항제4호에서 “대통령령으로 정하는 경우”란 다음 각 호의 구분에 따른 경우를 말한 다. 1. 여신전문금융회사인 금융회사: 해당 금융회사의 고객과 이해가 상충되지 아니하고 금융회사의 건전한 경영을 저 해할 우려가 없는 경우로서 다른 회사의 상시적인 업무에 종사하는 경우 2. 금융지주회사인 금융회사: 해당 금융지주회사의 자회사등의 고객과 이해가 상충되지 아니하고 그 자회사등의 건 전한 경영을 저해할 우려가 없는 경우로서 다음 각 목의 어느 하나에 해당하지 아니하는 회사의 상시적인 업무에 종사하는 경우. 다만, 다음 각 목의 어느 하나에 해당하는 회사가 해당 금융지주회사의 자회사등인 경우는 제외한 다. 가. 해당 금융지주회사의 최대주주 또는 주요주주인 회사 나. 해당 금융지주회사의 계열회사 다. 「금융위원회의 설치 등에 관한 법률」
제38조	[]	REGULATION	검사	기관	검사 받다	검사	MANDATORY	제38조에 따라 금융감독원의 검사를 받는 기관 ② 법
제10조제4항제2호	[None, None, 10, 4]	DEFINITION	대통령령으로 정하는 회사			금융지주회사법 시행령	DEFINITIONAL	제10조제4항제2호 각 목 외의 부분에서 “대통령령으로 정하는 회사”란 「금융지주회사법 시행령」
제2조제1항	[]	DEFINITION	회사		영위	금융 및 보험업	DEFINITIONAL	제2조제1항 에 따른 금융 및 보험업을 영위하는 회사 또는 같은 조 제2항에 따른 금융업의 영위와 밀접한 관련이 있는 회사를 말한다. ③ 법
제10조제4항제2호가목	[10, 4, 2, 1]	DEFINITION	대통령령으로 정하는 경우				DEFINITIONAL	제10조제4항제2호가목에서 “대통령령으로 정하는 경우”란 「자본시장과 금융투자업에 관한 법률」에 따른 집합투자업의 업무 중 다음 각 호의 업무에 해당하는 경우를 말한다.<개정 2021. 5. 18.> 1. 집합투자재산 중 외화자산의 운용ㆍ운용지시업무[집합투자재산에 속하는 지분증권(지분증권과 관련된 증권예탁 증권을 포함한다)의 의결권 행사를 포함한다. 이하 이 항에서 같다] 2. 집합투자재산(외화자산이 아닌 자산만 해당한다) 총액의 100분의 50 범위에서의 운용ㆍ운용지시업무 3. 집합투자재산의 운용ㆍ운용지시업무와 관련한 조사ㆍ분석업무 4. 집합투자재산의 평가업무 5. 집합투자재산 중 증권, 장내파생상품 또는 「외국환거래법」에 따른 대외지급수단의 단순매매주문업무 6. 집합투자재산 중 부동산의 개발, 임대, 운영, 관리 및 개량 업무와 그에 부수하는 업무
제11조	[]	REGULATION	겸직 승인 및 보고					제11조(겸직 승인 및 보고) ① 법
제11조제1항	[0, 0, 11, 1]	DEFINITION	대통령령으로 정하는 기준				DEFINITIONAL	제11조제1항 각 호 외의 부분 본문에서 “대통령령으로 정하는 기준”이란 다음 각 호의 기준을 말한다. 1. 다음 각 목의 사항을 포함하는 금융회사의 임직원 겸직 운용기준(이하 “임직원 겸직 운용기준”이라 한다)이 마련 되어 있을 것 가. 임직원 겸직에 따른 위험관리ㆍ평가 나. 임직원 겸직개시ㆍ종료절차 다. 겸직 임직원에 대한 관리ㆍ감독 라. 고객정보(「금융지주회사법」
제48조의2	[]	REGULATION	임직원 겸직에 따른 이해상충 방지	임직원	임직원 겸직	해당 금융회사	MANDATORY	제48
제11조제1항	[]	DEFINITION	대통령령으로 정하는 경우				DEFINITIONAL	제11조제1항 각 호 외의 부분 단서에서 “대통령령으로 정하는 경우”란 다음 각 호의 어느 하나에 해당하지 아 니하는 경우를 말한다.<개정 2017. 9. 5., 2021. 5. 18.> 1. 해당 금융회사의 대표이사, 대표집행임원(「상법」
제408조의5제1항	[]	DEFINITION	대표집행임원		말한다	대표집행임원	DEFINITIONAL	제408조의5제1항에 따른 대표집행임원을 말한다. 이하 같다), 사내이사 또는 주요업무집행책임자가 다른 회사의 상시적인 업무에 종사하는 임직원을 겸직하려는 경우. 다만, 다음 각 목의 어느 하나에 해당하는 경우는 제외한다. 가. 금융지주회사와 해당 금융지주회사의 자회사등 간의 겸직인 경우 나. 해당 금융회사가「여신전문금융업법」에 따른 신기술사업금융업자인 경우로서 같은 법
제41조제1항	[]	REGULATION	임직원 겸직	임직원	겸직	업무		제41조제1항 각 호의 업무를 수행하기 위하여 다른 회사의 임직원을 겸직하려는 경우 2. 해당 금융회사의 감사위원(감사를 포함한다. 이하 이 조에서 같다), 법
제25조제1항	[]	DEFINITION	준법감시인				DEFINITIONAL	제25조제1항에 따른 준법감시인(이하 “준 법감시인”이라 한다) 또는 법
제28조제1항	[]	REGULATION	위험관리책임자 겸직 제한	위험관리책임자	겸직	감사위원	PROHIBITIVE	제28조제1항에 따른 위험관리책임자(이하 “위험관리책임자”라 한다)가 다른 금융회 사의 감사위원, 준법감시인 또는 위험관리책임자를 겸직하려는 경우. 다만, 해당 금융회사가 금융지주회사인 경 우로서 그 금융지주회사의 자회사등에서 해당 금융지주회사에서 수행하는 업무와 동일한 업무를 겸직하려는 경 우는 제외한다. 3. 해당 금융회사의 임직원(제1호에 따른 임원은 제외한다)이 다른 금융회사의 상시적인 업무에 종사하는 임직원을 겸직하려는 경우로서 겸직하려는 임직원의 업무가 다음 각 목의 어느 하나에 해당하는 경우 가. 법
제10조제4항제2호	[]	DEFINITION	업무 나		정의	업무 나	DEFINITIONAL	제10조제4항제2호 각 목의 어느 하나에 해당하는 업무 나. 「자본시장과 금융투자업에 관한 법률」에 따른 신탁업의 경우에는 같은 법 시행령
제47조제1항제6호	[None, None, 47, 6]	REGULATION	업무 제외	업무	제외		PROHIBITIVE	제47조제1항제6호 각 목의 업무. 다만, 다음의 어느 하나에 해당하는 업무는 제외한다. 1) 「주식ㆍ사채 등의 전자등록에 관한 법률」
제2조제4호	[]	CONCEPT	전자등록주식					제2조제4호에 따른 전자등록주식등, 「자본시장과 금융투자업에 관한 법률」
제308조제2항	[308, 2, 0, 0]	REGULATION	보관·관리 업무	집합투자재산	보관·관리	집합투자재산	MANDATORY	제308조제2항에 따른 예탁대상증권등 또는 외화자산인 집합투자재산ㆍ신탁재산의 보관ㆍ관리 업무(외화자산인 집합투자재산의 운용 및 운용지시의 이행업무를 포함한다) 2) 신탁재산 중 외화자산의 운용업무[신탁재산에 속하는 지분증권(지분증권과 관련된 증권예탁증권을 포함한 다)의 의결권 행사를 포함한다. 이하 이 목에서 같다] 3) 신탁재산(외화자산이 아닌 자산만 해당한다) 총액의 100분의 20 범위에서의 운용업무(금융투자업자에게 위 탁하는 경우만 해당한다) 4) 신탁재산의 운용업무와 관련한 조사ㆍ분석업무 5) 신탁재산 중 증권, 장내파생상품 또는 「외국환거래법」에 따른 대외지급수단의 단순매매주문업무 6) 「자본시장과 금융투자업에 관한 법률」
제6조제10항제3호에 따른 업무 4.	[6, 10, 3, 4]	PROCEDURE	보고	임직원	보고할 수 있다	금융위원회	PERMISSIVE	제6조제10항제3호에 따른 업무 4. 손해보험회사(「보험업법」에 따른 손해보험회사를 말한다. 이하 같다)의 임직원이 생명보험회사(「보험업법」에 따 른 생명보험회사를 말한다. 이하 같다)의 임직원을 겸직하려는 경우 또는 생명보험회사의 임직원이 손해보험회사 의 임직원을 겸직하려는 경우 ③ 제2항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 금융위원회에 보고할 수 있다. 1. 최근 3년 이내에 법
제11조제1항	[11, 1, 2, 0]	REGULATION	겸직 승인	금융회사의 임직원	겸직하려는	외국 자회사등의 임직원	MANDATORY	제11조제1항 각 호 외의 부분 본문에 따라 겸직 승인을 받은 경우로서 해당 금융회사의 임직 원이 인사교체 등으로 변경되었고 새로 변경된 임직원이 겸직하는 업무ㆍ겸직하는 회사가 전임자가 겸직하였던 업무ㆍ겸직하였던 회사와 동일한 경우 2. 해당 금융회사의 임직원이 외국 자회사등의 임직원을 겸직하려는 경우 ④ 법
제11조제1항	[]	REGULATION	겸직 승인	금융회사	제출	금융위원회	MANDATORY	제11조제1항 각 호 외의 부분 본문에 따른 겸직 승인을 받으려는 금융회사는 금융위원회가 정하여 고시하는 승인신청서(이하 “승인신청서”라 한다)에 다음 각 호의 서류를 첨부하여 금융위원회에 제출하여야 한다. 법제처 10 국가법령정보센터 금융회사의 지배구조에 관한 법률 시행령 1. 임직원 겸직 운용기준 2. 확인서 3. 법
제24조제1항	[None, None, 24, 4]	REGULATION	임직원 겸직	임직원	충족	요건	MANDATORY	제24조제1항에 따른 내부통제기준 4. 임직원의 겸직이 다음 각 목의 요건을 충족한다는 해당 금융회사 준법감시인의 보고서 가. 금융시장의 안정성을 저해하지 아니할 것 나. 금융회사의 경영건전성을 저해하지 아니할 것 다. 고객과의 이해상충을 초래하지 아니할 것 라. 금융거래질서를 문란하게 하지 아니할 것 마. 임직원 겸직 운용기준 및 법
제24조제1항	[]	REGULATION	승인신청서 심사	금융위원회	통지	금융회사	MANDATORY	제24조제1항에 따른 내부통제기준에 위배되지 아니할 것 ⑤ 금융위원회는 제4항에 따라 승인신청서를 제출받은 경우에는 해당 임직원의 겸직이 제4항제4호 각 목의 요건을 충족하는지 심사하여 제출일부터 30일 이내에 승인 여부를 결정하고, 그 결과와 이유를 지체 없이 해당 금융회사에 문서로 통지하여야 한다. 이 경우 승인신청서에 흠결이 있는 경우에는 보완을 요구할 수 있다. ⑥ 제5항에 따른 심사기간을 계산할 때 승인신청서 흠결의 보완기간 등 금융위원회가 정하여 고시하는 기간은 심사 기간에 넣지 아니한다. ⑦ 금융회사는 법
제11조제1항	[]	PROCEDURE	보고	보고자	제출	반기별 겸직 현황	MANDATORY	제11조제1항 각 호 외의 부분 단서에 따라 보고하는 경우에는 금융위원회가 정하여 고시하는 서 류를 첨부하여 반기별 겸직 현황을 매 반기 경과 후 1개월 이내에 금융위원회에 제출하여야 한다. ⑧ 법
제11조제1항제3호	[11, 1, 3]	DEFINITION	대통령령으로 정하는 사항				DEFINITIONAL	제11조제1항제3호에서 “대통령령으로 정하는 사항”이란 다음 각 호의 사항을 말한다. 1. 겸직의 목적 2. 겸직의 기간 3. 그 밖에 이해상충 방지 또는 금융회사의 건전성 유지를 위하여 필요한 사항으로서 금융위원회가 정하여 고시하 는 사항 ⑨ 법
제11조제2항	[]	CONCEPT	임원 겸직	금융회사의 임원	겸직	금융회사의 임원	DEFINITIONAL	제11조제2항에서 “해당 금융회사의 임원이 다른 금융회사의 임원을 겸직하는 경우
제10조	[]	REGULATION	겸직 보고 및 승인 절차	금융회사	제출	서류	MANDATORY	제10조에 따른 겸직은 제 외한다)로서 대통령령으로 정하는 경우”란 해당 금융회사의 사외이사, 비상임이사 또는 비상근감사가 다른 금융회 사의 임원을 겸직하는 경우를 말한다. 이 경우 금융회사는 금융위원회가 정하여 고시하는 서류를 첨부하여 반기별 겸직 현황을 매 반기 경과 후 1개월 이내에 금융위원회에 제출하여야 한다.<개정 2017. 9. 5.> ⑩ 제1항부터 제9항까지에서 규정한 사항 외에 임직원 겸직 승인ㆍ보고의 방법 및 절차에 관하여 필요한 세부사항 은 금융위원회가 정하여 고시한다. 제3장 이사회
제12조	[]	REGULATION	이사회 구성	법	구성	이사회	MANDATORY	제12조(이사회의 구성) 법
제12조제2항	[]	DEFINITION	금융회사				DEFINITIONAL	제12조제2항 단서에서 “대통령령으로 정하는 금융회사”란
제6조제3항	[6, 3]	DEFINITION	주권상장법인				DEFINITIONAL	제6조제3항에 해당하는 자로서 다 음 각 호의 어느 하나에 해당하는 자를 말한다. 1. 주권상장법인(「상법 시행령」
제34조제1항	[]	REGULATION	자산총액 기준		제외		MANDATORY	제34조제1항 각 호의 어느 하나에 해당하는 경우는 제외한다) 2. 최근 사업연도 말 현재 자산총액이 3천억원 이상인 상호저축은행 3. 최근 사업연도 말 현재 자산총액이 3천억원 이상인 금융투자업자 또는 종합금융회사 4. 최근 사업연도 말 현재 자산총액이 3천억원 이상인 보험회사 5. 최근 사업연도 말 현재 자산총액이 3천억원 이상인 여신전문금융회사(「여신전문금융업법」에 따른 신용카드업을 영위하지 아니하는 여신전문금융회사는 최근 사업연도 말 현재 자산총액이 2조원 이상인 경우에 한정한다)
제13조	[]	DEFINITION	지배구조내부규범				DEFINITIONAL	제13조(지배구조내부규범 등) ① 법
제14조제1항	[]	REGULATION	지배구조내부규범	지배구조내부규범	포함	각 호의 사항	MANDATORY	제14조제1항에 따른 지배구조내부규범(이하 “지배구조내부규범”이라 한다)에는 다 음 각 호의 사항이 포함되어야 한다. 1. 이사회의 구성과 운영에 관한 사항 가. 이사회의 구성 방법 및 절차 법제처 11 국가법령정보센터 금융회사의 지배구조에 관한 법률 시행령 나. 이사회의 소집절차 및 의결권 행사 방법 다. 이사회 운영 실적 등의 평가에 관한 사항 라. 이사회 및 이사의 권한과 책임 마. 이사의 자격요건 바. 이사의 선임과 퇴임에 관한 기준 및 절차 2. 이사회내 위원회(법
제16조제1항	[]	DEFINITION	위원회	위원회	정의	위원회와 임원	DEFINITIONAL	제16조제1항에 따른 위원회와 임원으로 구성되는 위원회를 말한다. 이하 이 조에서 같다)의 설치와 운영에 관한 사항 가. 이사회내 위원회의 종류와 그 위원회의 구성ㆍ기능ㆍ운영 절차 나. 이사회내 위원회 운영 실적 등의 평가에 관한 사항 3. 임원에 관한 사항 가. 임원의 자격요건 나. 임원의 권한과 책임 다. 제4호에 따른 경영승계 계획을 포함한 임원의 선임과 퇴임에 관한 기준 및 절차 라. 임원 및 임원 후보(해당 금융회사의 임직원만 해당한다)에 대한 교육제도 마. 임원에 대한 성과평가 및 보수지급 방법에 관한 사항 4. 최고경영자(대표이사 또는 대표집행임원을 말한다. 이하 같다)의 자격 등 경영승계에 관한 사항 가. 최고경영자의 경영승계 원칙 나. 최고경영자의 자격 다. 최고경영자 후보의 추천절차 라. 최고경영자 추천 관련 공시 마. 책임경영체제 확립 ② 금융지주회사는 이사회의 심의ㆍ의결을 거쳐 소속 자회사등이 지배구조내부규범에 반영하여야 할 원칙과 절차 등을 정할 수 있다. ③ 제1항에서 규정한 사항 외에 지배구조내부규범에 관하여 필요한 사항은 금융위원회가 정하여 고시한다.
제14조	[]	REGULATION	보수위원회					제14조(보수위원회의 설치) 법
Unknown	[]	REGULATION	Unknown					제16조제2항 단서에서 “대통령령으로 정하는 금융회사”란 최근 사업연도 말 현재 자산 총액이 5조원 이상인 금융회사를 말한다.
제15조	[]	REGULATION	사외이사에 대한 정보제공	금융회사				제15조(사외이사에 대한 정보제공) 금융회사는 법
제18조제1항	[]	REGULATION	자료 제공		제공	자료	MANDATORY	제18조제1항에 따라 다음 각 호의 방법으로 사외이사에게 자료나 정보를 제공하여야 한다. 1. 사외이사가 회사의 경영실태를 원활히 파악할 수 있도록 영업ㆍ재무, 그 밖의 업무집행 상황 등에 관한 자료나 정보를 연 1회 이상 정기적으로 제공할 것 2. 사외이사가 원활한 직무 수행을 위하여 법
제13조	[]	REGULATION	자료 제공	금융회사	제공	자료	MANDATORY	제13조에 따른 이사회 의장 또는 선임사외이사를 통하여 해당 금융회 사에 대하여 자료나 정보의 제공을 요구하는 경우 금융회사는 정당한 사유가 없으면 요구받은 자료나 정보를 지 체 없이 제공할 것 3. 이사회 및 이사회내 위원회(이하 “이사회등”이라 한다)의 회의자료를 회의 개최 2주일 전까지 제공할 것. 다만, 해 당 금융회사의 정관 또는 이사회규정 등에서 그 기간을 달리 정할 수 있다.
제16조	[]	REGULATION	감사위원	법				제16조(감사위원의 자격요건 및 선임) ① 법
제19조제1항	[]	DEFINITION	회계 또는 재무 전문가				DEFINITIONAL	제19조제1항 후단에서 “대통령령으로 정하는 회계 또는 재무 전문가”란 다 음 각 호의 어느 하나에 해당하는 사람을 말한다. 1. 공인회계사 자격을 취득한 후 그 자격과 관련된 업무에 5년 이상 종사한 경력이 있는 사람 2. 재무 또는 회계 분야의 석사 이상의 학위가 있는 사람으로서 해당 학위 취득 후 연구기관이나 대학에서 재무 또 는 회계 관련 분야의 연구원 또는 조교수 이상의 직에 5년 이상 근무한 경력이 있는 사람 3. 주권상장법인에서 재무 또는 회계 관련 업무에 임원으로 5년 이상 또는 임직원으로 10년 이상 근무한 경력이 있는 사람 법제처 12 국가법령정보센터 금융회사의 지배구조에 관한 법률 시행령 4. 국가, 지방자치단체, 「공공기관의 운영에 관한 법률」에 따른 공공기관, 「금융위원회의 설치 등에 관한 법률」에 따른 금융감독원, 「자본시장과 금융투자업에 관한 법률」에 따른 한국거래소 또는 같은 법
제9조제17항	[]	REGULATION	경력 요건	사람	종사	업무	MANDATORY	제9조제17항에 따른 금융투자업관계기관(같은 항 제8호에 따른 금융투자 관계 단체는 제외한다)에서 재무 또는 회계 관련 업무 또는 이에 대한 감독업무에 5년 이상 종사한 경력이 있는 사람 5.
제38조	[]	DEFINITION	자격을 갖춘 사람	사람	종사	재무 또는 회계 관련 업무	DEFINITIONAL	제38조에 따른 검사대상기관(이에 상응하는 외국금융기관을 포함한다)에서 재무 또는 회계 관련 업무에 5년 이상 종사한 경력이 있는 사람 6. 그 밖에 제1호부터 제5호까지의 규정에 준하는 사람으로서 금융위원회가 정하여 고시하는 자격을 갖춘 사람 ② 법
제19조제7항	[None, None, 19, 7]	DEFINITION	대통령령으로 정하는 자		말한다		DEFINITIONAL	제19조제7항 본문에서 “대통령령으로 정하는 자”란 다음 각 호의 어느 하나에 해당하는 자를 말한다. 1. 최대주주 또는 그 특수관계인의 계산으로 주식을 보유하는 자 2. 최대주주 또는 그 특수관계인에게 의결권(의결권의 행사를 지시할 수 있는 권한을 포함한다)을 위임한 자(해당 위임분만 해당한다) ③ 법
제19조제8항	[19, 8, None, None]	DEFINITION	대통령령으로 정하는 금융회사	금융회사	말한다		DEFINITIONAL	제19조제8항 본문에서 “대통령령으로 정하는 금융회사”란 최근 사업연도 말 현재 자산총액이 1천억원 이상( 「여신전문금융업법」에 따른 신용카드업을 영위하지 아니하는 여신전문금융회사로서 주권상장법인이 아닌 경우에 는 최근 사업연도 말 현재 자산총액이 2조원 이상인 경우를 말한다)인 금융회사를 말한다. 다만, 다음 각 호의 어느 하나에 해당하는 금융회사는 제외한다. 1. 외국 금융회사의 국내지점, 그 밖의 영업소 2. 주주총회일 또는 사원총회일부터 6개월 이내에 합병 등으로 인하여 소멸하는 금융회사 3. 「채무자 회생 및 파산에 관한 법률」에 따라 회생절차가 개시되거나 파산선고를 받은 금융회사 4. 해산을 결의한 금융회사
제17조	[]	CONCEPT	보수체계 마련					제17조(보수체계 마련 등) ① 법
제22조제1항	[None, None, 22, 1]	DEFINITION	대통령령으로 정하는 임직원	대통령령으로 정하는 임직원	말한다	임원 및 직원	DEFINITIONAL	제22조제1항 각 호 외의 부분에서 “대통령령으로 정하는 임직원”이란 다음 각 호의 사 람을 말한다. 1. 임원(사외이사, 비상임이사, 감사위원, 준법감시인 및 위험관리책임자는 제외한다) 2. 「자본시장과 금융투자업에 관한 법률」에 따른 증권 또는 파생상품의 설계ㆍ판매ㆍ운용 업무를 담당하는 직원으 로서 법
제22조제1항	[]	DEFINITION	금융투자업무담당자	보수위원회	심의ㆍ의결한	사람	DEFINITIONAL	제22조제1항에 따라 보수위원회가 심의ㆍ의결한 사람(이하 이 조에서 “금융투자업무담당자”라 한다) ② 법
제22조제3항	[22, None, 3, None]	DEFINITION	임직원	임직원	정의한다	사람	DEFINITIONAL	제22조제3항 전단 및 같은 조 제4항에서 “대통령령으로 정하는 임직원”이란 다음 각 호의 어느 하나에 해당 하는 사람을 말한다.<개정 2017. 9. 5.> 1. 임원(감사, 감사위원, 준법감시인 및 위험관리책임자는 제외한다) 2. 금융투자업무담당자 3. 단기 실적에 따른 성과보수를 지급할 경우 과도한 위험을 추구하는 등 부작용이 나타날 수 있는 업무로서 다음 각 목의 어느 하나에 해당하는 업무에 종사하는 직원 중 고용계약에 따라 담당 업무로부터 발생하는 이익의 일부 를 성과보수로 받는 직원(금융위원회가 정하여 고시하는 직원 및 「기간제 및 단시간근로자 보호 등에 관한 법률」 에 따른 기간제근로자 또는 단시간근로자는 제외할 수 있다. 이하 이 조에서 같다) 가. 대출, 지급보증 및 어음의 할인ㆍ인수, 팩토링 업무 나. 보험상품 개발 및 보험계약 인수에 관한 업무 다. 매출채권의 양수 및 신용카드의 발행 업무 라. 그 밖에 단기 실적에 따른 성과보수를 지급할 경우 부작용이 나타날 수 있는 것으로 금융회사가 판단하여 정 하는 업무 ③ 금융회사는 법
제22조제3항	[None, None, 22, 3]	REGULATION	성과보수		지급	보수	MANDATORY	제22조제3항 후단에 따라 다음 각 호의 기준에 맞추어 성과와 연동하여 미리 정해진 산정방식에 따른 보수(이하 “성과보수”라 한다)를 지급하여야 한다.<개정 2017. 9. 5.> 1. 성과보수의 비율은 직무의 특성, 업무책임의 정도 및 해당 업무의 투자성(「자본시장과 금융투자업에 관한 법률」
제3조제1항	[]	REGULATION	성과보수	임원 및 금융투자업무담당자	정할	이연 기간	MANDATORY	제3조제1항 각 호 외의 부분 본문에 따른 투자성을 말한다. 이하 같다) 등을 고려하여 달리 정할 것 2. 임원(사외이사 및 비상임이사는 제외한다) 및 금융투자업무담당자에 대해서는 해당 업무의 투자성과 그 존속기 간 등을 고려하여 성과보수의 100분의 40 이상에 대하여 이연(移延) 기간을 3년 이상으로 할 것. 다만, 해당 업무 법제처 13 국가법령정보센터 금융회사의 지배구조에 관한 법률 시행령 의 투자성 존속기간이 3년 미만인 경우에는 성과보수의 이연 기간을 3년 미만으로 할 수 있다. 3. 그 밖에 성과보수에 관하여 필요한 사항으로서 금융위원회가 정하여 고시하는 기준 ④ 법
제22조제5항	[None, None, 22, 5]	REGULATION	연차보고서 작성	연차보고서	작성	기준	MANDATORY	제22조제5항에 따른 연차보고서는 다음 각 호의 기준에 따라 작성하여야 한다. 1. 보수위원회의 구성, 심의ㆍ의결 절차 등 보수체계에 대한 의사결정 절차가 제시될 것 2. 임직원에 대한 성과측정, 성과와 보수의 연계방식, 성과보수의 이연 등 그 밖에 보수체계의 주요 내용을 제시할 것 3. 그 밖에 연차보고서 작성에 필요한 세부 기준으로서 금융위원회가 정하여 고시하는 기준 ⑤ 제1항부터 제4항까지에서 규정한 사항 외에 성과보수 산정 및 연차보고서 작성에 필요한 사항은 금융위원회가 정하여 고시한다.
제17조의2	[]		내부통제위원회					제17조의2(내부통제위원회) 법
제22조의2제3항	[None, None, 22, 3]	DEFINITION	대통령령으로 정하는 사항			법	DEFINITIONAL	제22조의2제3항에서 “대통령령으로 정하는 사항”이란 법
제22조의2제2항	[]	DEFINITION	요구			조치	DEFINITIONAL	제22조의2제2항에 따른 관리 조치와 보고를 적절하게 수행하고 있는지 여부에 대한 점검ㆍ평가와 미흡한 사항에 대한 개선 등 필요한 조치의 요 구를 말한다. [본조신설 2024. 6. 18.]
제18조	[]	REGULATION	경영 투명성 요건	금융지주회사	정함	완전자회사	MANDATORY	제18조(금융지주회사의 완전자회사등의 경영 투명성 요건) 법
제23조제1항	[None, None, 23, 1]	DEFINITION	경영의 투명성	경영의 투명성	정하는	요건	DEFINITIONAL	제23조제1항에서 “경영의 투명성 등 대통령령으로 정하 는 요건에 해당하는 경우”란 다음 각 호의 요건을 모두 충족하는 경우를 말한다. 1. 법
제23조제1항	[]	REGULATION	경영의 투명성 확보	이사회	준수	기준	MANDATORY	제23조제1항에 따른 완전자회사등(이하 “완전자회사등”이라 한다)의 경영의 투명성 확보를 위한 다음 각 목의 요건. 이 경우 해당 이사회 또는 해당 감사위원회는 다음 각 목과 관련하여 금융위원회가 정하여 고시하는 기준을 준수하여야 한다. 가. 금융지주회사의 이사회가 완전자회사등에 대하여 조언ㆍ시정권고 및 이에 필요한 자료의 제출을 요구하는 경 우 완전자회사등은 특별한 사정이 없으면 요구에 성실히 응할 것 나. 금융지주회사의 감사위원회가 완전자회사등에 대하여 그 업무ㆍ재무구조 등에 대한 감사 및 이에 필요한 자 료의 제출을 요구하는 경우 완전자회사등은 특별한 사정이 없으면 요구에 성실히 응할 것 2. 완전자회사등을 포함하여 자회사등을 총괄하는 사항으로서 금융지주회사의 내부통제체제에 관한 사항인 다음 각 목의 요건 가. 금융위원회가 정하여 고시하는 사항을 금융지주회사의 법
제24조제1항	[4, None, 24, 1]	REGULATION	내부통제기준	금융지주회사	준수	기준	MANDATORY	제24조제1항에 따른 내부통제기준에 포함할 것 나. 금융지주회사의 준법감시와 관련하여 해당 준법감시인, 금융지주회사 및 그 자회사등은 금융위원회가 정하여 고시하는 기준을 준수할 것 제4장 내부통제 및 위험관리 등
제19조	[]							제19조(내부통제기준 등) ① 법
제24조제1항	[24, 1, 1, None]	REGULATION	내부통제기준	금융회사	포함	사항	MANDATORY	제24조제1항에 따른 내부통제기준(이하 “내부통제기준”이라 한다)에는 금융회사의 내 부통제가 실효성있게 이루어질 수 있도록 다음 각 호의 사항이 포함되어야 한다. <개정 2021. 3. 23.> 1. 업무의 분장 및 조직구조 2. 임직원이 업무를 수행할 때 준수하여야 하는 절차 3. 내부통제와 관련하여 이사회, 임원 및 준법감시인이 수행하여야 하는 역할 4. 내부통제와 관련하여 이를 수행하는 전문성을 갖춘 인력과 지원조직 5. 경영의사결정에 필요한 정보가 효율적으로 전달될 수 있는 체제의 구축 6. 임직원의 내부통제기준 준수 여부를 확인하는 절차ㆍ방법과 내부통제기준을 위반한 임직원의 처리 7. 임직원의 금융관계법령 위반행위 등을 방지하기 위한 절차나 기준(임직원의 금융투자상품 거래내용의 보고 등 불공정행위를 방지하기 위한 절차나 기준을 포함한다) 8. 내부통제기준의 제정 또는 변경 절차 9. 준법감시인의 임면절차 법제처 14 국가법령정보센터 금융회사의 지배구조에 관한 법률 시행령 10. 이해상충을 관리하는 방법 및 절차 등(금융회사가 금융지주회사인 경우는 예외로 한다) 11. 상품 또는 서비스에 대한 광고의 제작 및 내용과 관련한 준수사항(금융지주회사만 해당한다) 12. 법
제11조제1항	[]	REGULATION	임직원 겸직	임직원				제11조제1항에 따른 임직원 겸직이
제11조제4항제4호	[11, 4, 4, None]	REGULATION	내부통제기준	금융회사	마련하여야 한다	내부통제를 전담하는 조직	MANDATORY	제11조제4항제4호 각 목의 요건을 충족하는지에 대한 평가ㆍ관리 13. 그 밖에 내부통제기준에서 정하여야 할 세부적인 사항으로서 금융위원회가 정하여 고시하는 사항 ② 삭제<2024. 6. 18.> ③ 금융회사는 금융위원회가 정하여 고시하는 바에 따라 내부통제를 전담하는 조직을 마련하여야 한다. ④ 제1항 및 제3항에서 규정한 사항 외에 내부통제기준에 관하여 필요한 사항은 금융위원회가 정하여 고시한다. <개정 2024. 6. 18.>
제20조	[]	REGULATION	준법감시인					제20조(준법감시인의 임면 등) ① 법
제25조제1항	[None, None, 25, 1]	DEFINITION	투자자문업자 및 투자일임업자	자	운용하는	투자일임재산	DEFINITIONAL	제25조제1항에서 “대통령령으로 정하는 투자자문업자 및 투자일임업자”란 「자본 시장과 금융투자업에 관한 법률」에 따른 투자자문업이나 투자일임업 외의 다른 금융투자업을 겸영하지 아니하는 자 로서 최근 사업연도 말 현재 운용하는 투자일임재산의 합계액이 5천억원 미만인 자를 말한다. ② 법
