article_number,structural_index,entity_type,concept,subject,action,object,legal_force,full_text
제371조제3항제11호,"[371, 3, 11]",DEFINITION,사유,외국 금융투자업자,발생,사유,DEFINITIONAL,"제371조제3항제11호에서 ""금융위원회가 정하여 고시하는 사유가 발생한 경우""란 외국 금융투자업자의 본 점에 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우를 말한다. 1. 영업의 전부정지나 인허가 또는 등록의 취소 2. 부도나 이에 준하는 사태발생 3. 해산의 결의 4. 파산 및 회생절차의 개시신청 5. 상호 또는 대표자 변경 6. 위치 변경 7. 합병 및 최대주주의 변경 8. 영업의 전부 또는 일부의 양도 9. 중대한 소송사건 발생 10. 소재지국의 금융투자업 관계법령 위반으로 인한 감독당국이나 사법기관의 제재조치 11. 그 밖에 투자자보호와 관련된 중요사항의 발생 ④ 영"
제371조제3항제13호,"[None, None, 371, 3]",DEFINITION,사유,금융위원회,정하여 고시하는,사유,DEFINITIONAL,"제371조제3항제13호에서 ""금융위원회가 정하여 고시하는 사유""란 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우를 말한다.<개정 2013. 9. 17.> 1. 거래소에 대한 채무불이행<개정 2013. 9. 17.> 2. 해외 파생상품시장의 회원권 취득 3. 외국에서 금융투자업을 영위하기 위한 인허가 또는 등록 등 ⑤ 금융투자업자는 법"
제418조,[],,,,,,,제418조 및 영
제371조,"[None, None, 371, None]",REGULATION,서류 첨부,보고하는 경우,첨부,서류,MANDATORY,제371조에 따라 보고하는 경우 그 사실을 증빙할 수 있는 서류를 첨부하여야 한다.
제19조제1항제13호,[],REGULATION,내부통제기준,금융투자업자,운용,내부통제기준,MANDATORY,제19조제1항제13호 및 같은 조 제 4항에 따라 금융투자업자는 내부통제기준을 설정ㆍ운용함에 있어 이 장에 따라야 한다.
제93조,[],REGULATION,영업에 관한 내부통제 기준,집합투자기구,정함,내부통제 기준,MANDATORY,"제93조에서 정한 집합투자기구의 집합투자증권을 포함한다. 이하 이 조에서 같다)의 영업에 관한 내부통제 기준을 정함에 있어 다음 각 호의 사항을 포함하여야 한다.<개정 2008. 12. 26.> 1. 각 지점별 파생상품 영업관리자의 지정에 관한 사항. 다만, 파생상품 영업관리자의 지정과 관련하여 다음 각 목의 내용에 반영되어야 한다. <단서 개정 2016. 6. 28.> 가. 제2-23조제1항제2호다목의 요건을 충족하는 경우에 한하여 제2-23조제1항제2호에 따른 지점별 영업관리 자가 지점별 파생상품 영업관리자를 겸직할 수 있다는 내용<신설 2016. 6. 28.> 나. 본사 또는 인근 지점에 상근하는 파생상품 영업관리자가 해당 지점의 파생상품 영업을 효과적으로 감독할 수 있는 경우에는 둘 이상의 지점에서 1인의 파생상품 영업관리자를 지정할 수 있다는 내용<신설 2016. 6. 28.> 법제처 18 국가법령정보센터 금융투자업규정 2. 파생상품거래를 위한 계좌개설시 파생상품 영업관리자의 계좌개설에 관한 확인 및 투자자보호에 필요한 조치 에 관한 사항. 이 경우 파생상품 영업관리자는 투자자보호에 필요한 조치를 취함에 있어 다음 각 목의 사항을 감안하여야 한다. 가. 당해 투자자가 파생상품거래에 필요한 기초지식을 가지고 있는지 여부(투자자로부터 이에 관한 정보를 얻 기 어려운 경우는 제외한다) 나. 당해 투자자를 상대로 투자권유를 하는 영업직원의 존재여부 및 당해 직원이 투자권유에 필요한 자격을 갖 추고 있는지 여부 3. 파생상품 영업관리자의 다음 각 목의 사항에 대한 주기적인 점검에 관한 사항 가. 거래내용이 투자자의 투자목적 등에 비추어 적합한지 여부 나. 파생상품의 거래유형별 규모 및 빈도가 적절한지 여부 다. 계좌에서 발생한 수수료의 과다여부 라. 계좌의 실현ㆍ미실현 손익 규모 마. 포지션의 과도한 집중 여부 4. 파생결합증권의 발행으로 조달한 자금의 운용 등에 관한 다음 각 목의 사항<신설 2016. 6. 28.> 가. 파생결합증권(「상법」"
제469조제2항제3호,"[None, None, 469, 3]",DEFINITION,사채,사채,,법,DEFINITIONAL,제469조제2항제3호의 규정에 따른 사채로서 법
제4조제7항제1호,"[4, 7, 1, 1]",REGULATION,파생결합증권,금융투자업자,구분 관리,자금,MANDATORY,제4조제7항제1호에 해당하는 증권을 포함한다. 이하 이 호 및 제6호에서 같다)의 발행을 통해 조달한 자금과 그 밖의 금융투자업자의 고유재산을 구분 관리(파생결합증권의 발행을 통해 조달한 자금의 운용내역을 구분하여 기록ㆍ유지하는 것을 말한다 )하는 것에 관한 사항<개정 2018. 9. 3.> 나. 가목의 구분 관리를 위하여 파생결합증권의 발행을 통해 조달한 자금의 운용내역을 구분하여 기록ㆍ유지 하는 기준을 마련하고 이를 처리하기 위한 전산시스템을 구축
제469조제2항제3호,[],REGULATION,사채,,,법,,제469조제2항제3호의 규정에 따른 사채로서 법
Unknown,[],REGULATION,Unknown,,,,,"제4조제7항제1호에 해 당하는 증권을 포함한다. 이하 이 항에서 같다)의 발행을 통해 조달한 자금을 100분의 10을 초과하여 제1항제4호 가목에 따라 구분 관리되는 그 밖의 고유재산으로 이전하여서는 아니 된다.<신설 2025. 11. 25.> 제2-25조(투자중개업자의 투자자계좌의 관리ㆍ감독에 관한 내부통제) 투자중개업자는 투자자계좌의 관리ㆍ감독에 관한 내부통제기준을 정함에 있어 다음 각 호의 사항을 포함하여야 한다. 1. 일반투자자의 투자목적, 재산상황 및 투자경험에 비추어 지나치게 자주 투자권유를 할 개연성이 있는 계좌에 대한 주기적인 점검에 관한 사항(점검대상계좌의 선정 기준, 점검방법 및 시기, 점검결과의 기록ㆍ유지 등에 관한 사항을 포함한다)<개정 2021. 5. 20.> 2. 투자중개업자가 투자일임업을 함께 영위하는 경우 투자일임계약을 체결한 계좌와 일반계좌(투자일임계약을 체결한 계좌로서 계약이 해지되거나, 계약기간이 만료된 계좌를 포함한다)의 구분 관리에 관한 사항 제2-26조(매매주문처리에 관한 내부통제) ① 금융투자업자는 매매주문의 처리에 관한 내부통제기준을 정함에 있어 다음 각 호의 사항의 준수에 관한 사항을 포함하여야 한다. 1. 투자자로부터 매매주문을 위탁받아 처리하는 경우 신의성실 원칙에 따라 공정하게 매매주문을 처리하고 정당 한 사유없이 투자자의 이익을 해하면서 자기 또는 제3자가 이익을 얻도록 하지 아니할 것 2. 제1호에 따라 선량한 관리자의 주의로서 투자자의 매매주문을 공정하고 신속ㆍ정확하게 접수ㆍ처리할 수 있 는 체계와 이를 점검ㆍ확인할 수 있는 내부통제시스템을 구축할 것 3. 매매주문 방법(거래소 업무규정에서 정하는 주문수탁방법을 말한다. 이하 같다), 처리방법 및 그에 따른 이용 조건 등을 투자자가 이해할 수 있도록 설명하고 투자자가 이를 선택할 수 있도록 할 것 4. 투자자의 매매주문 방법별로 매매주문을 공정하고 안전하게 접수하고 주문접수시 주문자의 정당한 권한여부 를 확인할 것 5. 매매주문을 접수, 집행하는 경우 투자자별 거래한도, 위탁증거금 등에 대한 관리를 통해 결제가 적절하게 이행 될 수 있도록 할 것 6. 투자자로부터 접수한 매매주문내용의 적정성 여부를 확인하기 위하여 금융감독원장이 정하는 적합성 점검항 목을 준수할 것<개정 2012. 11. 21.> 법제처 20 국가법령정보센터 금융투자업규정 7. 투자자의 매매주문을 접수, 집행하는 과정에서 특정 위탁자에게 금융감독원장이 정하는 정당한 사유없이 자료 , 설비, 서비스 등을 차별적으로 제공하는 행위를 하지 아니할 것<개정 2012. 11. 21.> 8. 투자자로부터 매매주문을 접수받아 처리ㆍ전달하는 경우 투자자가 주문에 대한 처리상황, 체결내역을 알 수 있도록 할 것 9. 투자자의 금융거래내역 등이 제3자에게 유출되지 아니하도록 할 것 10. 전산ㆍ통신설비의 장애로 인하여 투자자의 매매주문이 처리되지 않는 사태가 발생하지 않도록 이에 대한 합 리적인 대책을 수립하고 장애가 발생하는 경우 이에 대한 적절한 처리방안을 수립ㆍ운영할 것 11. 매매처리과정을 전산화함에 있어서 전산처리내용이 당해 업무에 적용되는 관련 법령을 준수할 수 있도록 할 것 12. 임직원 등의 주문착오 방지체계를 구축함과 아울러 착오로 투자자의 주문이 주문내용과 달리 체결되었거나 또는 체결 가능한 주문이 체결되지 못한 경우에는 당해 내용 및 처리대책을 지체없이 투자자에게 통지하고 그 증빙자료를 3년 이상 보관ㆍ유지할 것 13. 그 밖에 매매주문을 공정하고 합리적으로 접수, 처리 집행하기 위하여 금융감독원장이 정하는 세부사항을 준 수할 것<개정 2012. 11. 21.> ② 금융투자업자가 매매주문의 처리 업무를 제3자에게 위탁하고자 하는 경우 법"
제42조,[],REGULATION,업무위탁,,준수,규정,MANDATORY,제42조에 따른 업무위탁 관련 규정 및 제1항에서 정한 사항을 준수하여야 한다.
Unknown,[],REGULATION,Unknown,,,,,"제4조제1항 또는 같은 조 제2항에 따른 자금세탁행위 혐 의거래(이하 이 조에서 ""혐의거래""라 한다)의 보고절차 및 방법에 관한 사항 2. 혐의거래의 보고책임자 및 전담직원의 지정에 관한 사항 3. 혐의거래 보고 관련 자료의 보존에 관한 사항 4. 혐의거래 보고 관련 사실의 비밀 보장에 관한 사항 제2-31조(민원 및 분쟁의 처리에 관한 내부통제) 금융투자업자는 투자자의 민원 및 투자자와 금융투자업자 사이에 발생한 분쟁의 처리에 관한 내부통제기준을 정함에 있어 다음 각 호의 사항을 포함하여야 한다. 1. 민원 및 분쟁을 공정하고 효율적으로 처리하기 위한 전담조직의 설치에 관한 사항 2. 민원 및 분쟁의 처리절차, 보고체계, 처리결과 회신 등에 대한 지침의 마련에 관한 사항 제2-32조(위탁증거금ㆍ결제대금 미납 및 미수금의 처리 등에 관한 내부통제) ① 금융투자업자는 증권계좌의 미수 금 등과 관련한 내부통제기준을 설정함에 있어 다음 각 호의 사항의 준수에 관한 사항을 포함하여야 한다. 1. 증권의 위탁매매와 관련한 미수금이 발생하지 아니하도록 투자자에게 다음 각 목의 사항을 주지시키는 등 필 요한 예방조치를 취할 것 가. 미수금 발생시 그 처리에 관한 사항 나. 미수금 발생시 매매주문의 수탁제한 및 거절에 관한 사항 2. 투자자가 증권매매와 관련하여 매수대금을 결제기일내에 납입하지 아니한 때는 그 다음 영업일(해외에서의 매 수의 경우에는 다음다음 영업일)에 매매거래계좌설정약관에서 정하는 방법에 따라 미수채권 상당액의 투자자 재산을 처분하여 미수금에 충당할 것. 다만, 영"
Unknown,[],REGULATION,Unknown,,,,,"제10조제3항제18호에 해당하는 투자자의 매수로서 해외은행간 지시서 오류 등 금융투자업자가 사전에 정한 사유로 결제가 일시적으로 지연되는 경우에는 금융투자업자가 정 하는 방법과 절차에 따라 처리할 수 있다. 3. 투자자와 증권의 매매 등을 함에 있어 투자자가 다음 각 목의 어느 하나에 해당하는 경우에는 매매주문의 수 탁 또는 투자자자산의 인출을 거부 또는 제한할 것 가. 증권 매매와 관련하여 미수금을 발생시킨 경우 나. 장내파생상품 위탁증거금을 약정된 시한 내에 납부하지 아니한 경우 다. 투자자의 외화증권의 매매주문의 처리와 관련하여 부득이한 사유로 국내에서의 환전 및 외국시장에서의 결제이행 등에 지장이 있다고 인정되는 경우 법제처 22 국가법령정보센터 금융투자업규정 4. 제3호(제4-20조제1항제11호바목을 포함한다)에 따른 수탁거절사유를 계좌개설시에 투자자에게 고지할 것 ② 금융투자업자는 파생상품의 위탁증거금 또는 결제대금 미납 등과 관련한 내부통제기준을 설정함에 있어 다음 각 호의 사항을 포함하여야 한다. 1. 다음 각 목의 어느 하나에 해당하는 경우를 제외하고는 투자자에 대한 최고 또는 투자자의 승인 없이 투자자 의 파생상품 , 그 밖의 투자자 예탁재산의 전부 또는 일부를 임의로 처분하여 위탁증거금 또는 결제대금에 충 당하지 아니할 것 가. 투자자가 위탁증거금 또는 결제대금의 추가예탁요구를 통보받고 시한 내에 추가예탁의무를 이행하지 아니 한 경우 나. 투자자의 귀책사유 또는 금융투자업자에게 책임이 없는 불가피한 사유로 추가예탁시한 이전에 투자자에게 위탁증거금 또는 결제대금의 추가예탁요구를 하지 못한 경우 2. 제1호 각 목의 어느 하나에 해당하여 금융투자업자가 투자자의 재산을 임의로 처분한 경우 당해 사실 및 그 내 역을 지체 없이 투자자에게 통지할 것 제2-33조(매도 주문 수탁에 관한 내부통제) 금융투자업자는 투자자의 매도 주문의 수탁에 관한 내부통제기준을 정 함에 있어 다음 각 호의 사항을 포함하여야 한다. 1. 투자자의 매도 주문이 법"
제180조제1항제2호,[],REGULATION,공매도 여부 확인,투자자,확인,공매도 여부,MANDATORY,제180조제1항제2호에 따른 공매도에 해당하는지 여부에 대한 확인에 관한 사항 2. 투자자의 매도 주문이 법
제180조제1항제2호,[],REGULATION,공매도,주문,,,,제180조제1항제2호에 따른 공매도에 해당하는 경우 해당 주문이 영
Unknown,[],REGULATION,Unknown,,,,,"제208조제2항제 1호에서 정한 방법에 따른 것인지 여부에 대한 확인에 관한 사항 제2-34조(신탁사업의 시공사 및 용역업체의 선정에 관한 내부통제) 신탁업자는 신탁사업의 시공사 및 용역업체의 선정에 관한 내부통제기준을 정함에 있어 다음 각 호의 사항을 포함하여야 한다. 1. 대주주(그의 특수관계인을 포함한다)와의 이해상충을 방지하기 위한 업무절차나 기준에 관한 사항 2. 신탁사업의 시공사 및 용역업체의 선정에 관한 기록의 보관ㆍ유지에 관한 사항 제2-35조 제2-36조(채무보증에 대한 내부통제) 금융투자업자는 제3-6조제19호에 따른 채무보증에 관한 내부통제기준을 정함 에 있어 다음 각 호의 사항을 포함하여야 한다. 1. 채무보증한도(거래종류별, 거래상대방별, 부서별 등으로 구분한다)에 관한 사항 2. 계약체결 전 거래에 따른 위험을 평가ㆍ관리할 수 있는 심사 및 승인절차에 관한 사항 3. 계약체결 후 거래에 따른 위험의 변동을 평가ㆍ관리할 수 있는 사후관리 절차에 관한 사항 제3편 건전경영 유지 제1장 회계처리 제3-1조(회계처리기준) 금융투자업자의 회계처리에 관하여 전문적ㆍ기술적인 사항으로서 이 규정에서 정하지 않은 회계처리, 계정과목별 처리내용 등 세부적인 기준 및 「외국환거래법 시행령」"
제37조제2항제2호,"[37, 2, 2]",REGULATION,계리기준,금융감독원장,정한다,계리기준,MANDATORY,제37조제2항제2호 나목에 따라 금 법제처 23 국가법령정보센터 금융투자업규정 융위원회가 금융감독원장에게 위탁하여 정하는 외국환계정의 계리기준은 금융감독원장이 정한다. [전문개정 2010. 12. 29.]
제6조제1항제1호,"[6, 1, 1, 1]",DEFINITION,금융위원회가 정하여 고시하는 경우,,,주식회사의 외부감사에 관한 법률,DEFINITIONAL,"제6조제1항제1호 단서에서 ""금융위원회가 정하여 고시하는 경우""란 「주식회사의 외부감사에 관한 법률 」"
제13조제1항제1호,"[13, 1, 1, 1]",DEFINITION,회계기간 변경,금융투자업자,변경하는,회계기간,DEFINITIONAL,제13조제1항제1호에 따른 회계처리기준을 적용하는 금융투자업자가 회계기간을 매년 1월 1일부터 12월 31일 로 변경하는 경우를 말한다.
제103조제1항제4호부터 제6호까지,"[103, 1, 4, 6]",DEFINITION,신탁업자,,,,DEFINITIONAL,제103조제1항제4호부터 제6호까지의 재산에 대한 신탁업무 및 그 부대업무만을 영위하는 조건으로 신탁업인가를 받은 신탁업자를 말한다. 이하 같다)의 고유계정 회계는 재무상태표 및 포괄손익계산서로 한다. ② 부동산신탁업자는 금융감독원장이 정하는 바에 따라 재무상태 및 경영성과를 적정하게 표시하고 신탁재산의 건전성 유지에 필요한 준비금 등을 충실히 적립하여 회계처리의 공정성과 객관성을 유지하여야 한다. ③ 제2항에 따른 준비금 등의 종류는 다음 각 호와 같다. 1. 신탁위험충당금 : 부동산신탁업자가 신탁업무 수행에 따른 손해배상에 충당하기 위하여 토지신탁(법
제3-5조,[],REGULATION,적용기준,금융투자업자,산정한다,계정과목별 금액,MANDATORY,"제3-5조(적용기준) ① 이 편에서 별도의 규정이 있는 것을 제외하고는 종속회사와 연결되지 아니한 금융투자업자의 개별재무제표를 대상으로 한다.<개정 2010. 12. 29.> ② 이 편을 적용함에 있어 기준이 되는 계정과목별 금액은 금융투자업자가 작성한 재무제표가 외부감사인이 수 정한 재무제표와 일치하지 아니하는 경우에는 외부감사인의 수정 후 재무제표를 기준으로 산정한다. ③ 이 편을 적용함에 있어 금융투자업자가 실질적으로 자신의 계산과 판단으로 운용하는 금전, 그 밖의 재산을 제3자의 명의로 신탁한 경우에는 그 금전, 그 밖의 재산을 당해 금융투자업자가 소유하고 있는 것으로 본다."
제19조제1항제1호,[],,,,,,,제19조제1항제1호 및 영
제23조제1호,"[None, None, 23, 1]",,,,,,,"제23조제1호, 영"
제118조의6제1호,[],,,,,,,제118조의6제1호 및 영
제271조의3제 1호,[],DEFINITION,자기자본,자기자본,말한다,금액,DEFINITIONAL,"제271조의3제 1호에 따라 인가업무 또는 등록업무 단위별로 요구되는 자기자본을 합계한 금액을 말한다.<신설 2014. 11. 4., 개정 2016. 1. 19.> 3. ""순자본비율""이란 필요유지자기자본에 대한 순자본의 비율을 백분율(%)로 표시한 수치로서 「금융산업의 구조 개선에 관한 법률」"
제10조제1항,[],DEFINITION,자기자본비율,,,,DEFINITIONAL,"제10조제1항에 따른 자기자본비율을 말한다.<신설 2014. 11. 4.> 4. ""레버리지비율""이란 자기자본에 대한 총자산의 비율을 백분율(%)로 표시한 수치로서 금융감독원장이 정하는 방식에 따라 산정한 것을 말한다.<신설 2014. 11. 4.> 4의2. ""최소영업자본액""이란 다음 각 목을 합산한 금액을 말한다.<신설 2014. 12. 12.> 가. 필요유지자기자본 나. 집합투자재산 및 투자일임재산을 운용하는 과정에서 법령 및 집합투자규약 등에 위배되는 행위를 하여 발 생할 수 있는 잠재적 손실액을 완충할 수 있는 자본(이하 ""고객자산운용 필요자본""이라 한다) 다. 집합투자업자의 고유재산 투자 과정에서 시장가격 변동 등으로 인해 발생할 수 있는 잠재적 손실액을 완충 할 수 있는 자본(이하 ""고유자산운용 필요자본""이라 한다) 5. ""영업용순자본비율""이란 총위험액에 대한 영업용순자본의 비율을 백분율(%)로 표시한 수치로서 「금융산업의 구조개선에 관한 법률」"
제10조제1항,[],DEFINITION,정의,,,,DEFINITIONAL,"제10조제1항에 따른 자기자본비율을 말한다. 6. ""시장위험액""이란 시장성 있는 증권 등에서 주가, 이자, 환율 등 시장가격의 변동으로 인하여 금융투자업자가 입을 수 있는 잠재적인 손실액을 말한다. 7. ""신용위험액""이란 거래상대방의 계약불이행 등으로 인하여 발생할 수 있는 잠재적인 손실액을 말한다. 8. ""운영위험액""이란 부적절하거나 잘못된 내부의 절차, 인력 및 시스템의 관리부실 또는 외부의 사건 등으로 인 하여 발생할 수 있는 잠재적인 손실액을 말한다. 9. ""표준방법""이란 이 장 제4절에 따른 시장위험액, 신용위험액, 운영위험액을 산정하는 방법을 말한다. 10. ""내부모형""이란 이 장 제5절에서 정하는 시장위험액 산정을 위하여 금융투자업자가 자체적으로 구축ㆍ운영 하는 일련의 위험산정체계를 말한다. 11. ""최대손실예상액""(Value at Risk: VaR)이란 일정한 보유기간에 일정한 신뢰구간 범위내에서 시장가격이 불리 한 방향으로 움직일 경우 보유포지션에서 발생할 수 있는 최대손실금액을 말한다. 12. 옵션의 경우 ""델타값""이란 기초자산 가격의 1단위 변동에 따른 옵션가격의 변동분을 말한다. 13. 옵션의 경우 ""감마값""이란 기초자산 가격의 1단위 변동에 따른 델타의 변동분을 말한다. 14. 옵션의 경우 ""베가값""이란 기초자산 변동성이 1%p 변화함에 따른 옵션가격의 변동분을 말한다. 15. ""주식바스켓""이란 다음 각 목의 요건을 모두 충족하는 개별주식의 집합을 말한다. 가. 특정 주가지수를 추적할 것 나. 당해 주식바스켓에 포함된 주식의 시가총액이 추적대상 주가지수를 구성하는 전체주식의 시가총액의 80% 이상을 점유할 것 다. 최근 3개월간 당해 주식바스켓의 일일 가격변동률과 추적대상 주가지수의 일일 가격변동률간의 회귀분석 결과 회귀분석식의 주식바스켓의 베타(β)가 1±0.05이내이고 설명력(R2)가 0.90 이상일 것 법제처 25 국가법령정보센터 금융투자업규정 16. ""특수관계인""이란 다음 각 목의 어느 하나에 해당하는 자를 말한다. 다만, 은행이 나목 또는 다목에 해당하는 경우에는 이를 특수관계인으로 보지 아니한다. 가. 당해 금융투자업자의 임원 나. 당해 금융투자업자의 대주주 다. 당해 금융투자업자의 계열회사(외국 금융투자업자 지점의 경우 본점 및 본점의 해외영업단위를 포함한다) 라. 가목부터 다목까지에 해당하는 자가 개인인 경우에는 그 배우자ㆍ3촌 이내의 부계 또는 모계 혈족 17. ""특수관계인 채권등""이란 금융투자업자가 가지고 있는 특수관계인에 대한 금전 또는 증권에 관한 청구권과 특수관계인이 발행한 증권을 말한다. 다만, 다음 각 목의 어느 하나에 해당하는 경우에는 이를 특수관계인 채권등으로 보지 아니한다. 가. 금융감독원장이 정하는 적격금융기관으로서 특수관계인이 아닌 자가 영업으로서 채무보증한 경우 나. 특수관계인 이외의 자에 대한 금전채권 또는 특수관계인 이외의 자가 발행한 시장성 있는 금융투자상품등 이 담보로 충분히 제공되어 있는 경우 다. 집합투자업자 또는 신탁업자가 발행하는 수익증권 라. 투자회사등이 발행하는 지분증권 마. 주식 등의 위탁매매 거래와 관련하여 거래 체결일과 결제일 사이에 발생하는 미수금<신설 2012. 1. 3.> 18. ""자회사""란 금융투자업자가 당해 회사의 의결권 있는 발행주식(의결권 있는 출자지분을 포함한다)을 다음 각 목의 어느 하나와 같이 소유하고 있는 경우 그 회사를 말한다. 가. 의결권 있는 발행주식 총수의 100분의 50을 초과하여 소유하는 경우 나. 의결권 있는 발행주식 총수의 100분의 30을 초과하여 소유하면서 최대주주인 경우 다. 금융투자업자가 가목 또는 나목에 해당하는 회사와 합하여 의결권 있는 발행주식 총수의 100분의 30을 초 과하여 소유하면서 최대주주인 경우 19. ""채무보증""이란 명칭의 여하에 불문하고 타인의 채무이행을 직접 또는 간접으로 보장하기 위하여 행하는 보 증ㆍ배서ㆍ담보제공ㆍ채무인수ㆍ추가투자의무(letter of commitment)ㆍ매입보장약정ㆍ유동성공급계약ㆍ신 용파생상품에서의 보장의 매도, 그 밖에 이에 준하는 것을 말한다. 다만, 신용파생상품에서의 보장의 매도는 제 3-8조의 한국채택국제회계기준에 따라 파생상품으로 회계처리하지 아니하는 경우에 한정한다.<개정 2012. 1. 3.> 19의2. ""부동산채무보증비율""이란 자기자본에 대한 부동산 관련 채무보증금액의 비율을 백분율(%)로 표시한 수 치로서 부동산 관련 채무보증금액은 다음 각 목을 합산한 금액을 말한다.<신설 2020. 11. 2.> 가. 제19호의3에 따른 국내 주거시설 부동산 관련 법인에 대한 채무보증의 경우 채무보증금액의 100% 나. 제19호의3에 따른 국내 주거시설 부동산 또는 제19호의4에 따른 사회기반시설 이외의 부동산 관련 법인에 대한 채무보증의 경우 채무보증금액의 50% 19의3. 국내 주거시설 부동산이란 다음 각 목의 어느 하나에 해당하는 것을 말한다.<신설 2020. 11. 2.> 가. 「주택법」"
제2조제2호,[],DEFINITION,단독주택,,,,DEFINITIONAL,제2조제2호에 따른 단독주택 나. 「주택법」
제2조제3호,[],REGULATION,주택법 시행령,법제처,,공동주택,,제2조제3호에 따른 공동주택 법제처 26 국가법령정보센터 금융투자업규정 다. 「주택법 시행령」
제4조제4호,[],DEFINITION,사회기반시설,,,,DEFINITIONAL,제4조제4호에 따른 오피스텔 라. 주상복합 등 주택과 주택 외의 시설을 동일 건축물로 하는 시설 19의4. 사회기반시설이란 「사회기반시설에 대한 민간투자법」
제20조,[],DEFINITION,출자,금융투자업자,취득,법인지분,DEFINITIONAL,"제2조제1호에 따른 국내시설 및 이에 준하는 해외 시설을 말한다.<신설 2020. 11. 2.> 20. ""출자""란 금융투자업자가 경영지배나 참여를 목적으로 행하는 법인지분의 취득을 말한다. 이 경우 모집 또는 매출되지 않은 주식의 취득, 자회사 주식의 취득 그리고 당해 주식의 취득으로 인하여 금융투자업자와 그 특수 관계인이 합하여 당해 회사의 최대주주가 되는 경우에 그 주식의 취득은 출자로 본다. 21. ""1종 금융투자업자""란 법"
제8조,"[0, 0, 8, 0]",DEFINITION,투자매매업자 또는 투자중개업자,투자매매업자 또는 투자중개업자,말한다,금융투자업자,DEFINITIONAL,"제8조에 따른 금융투자업자중 투자매매업자 또는 투자중개업자를 말한다. 다만, 집 합투자업을 영위하면서 투자매매업 또는 투자중개업 중 집합투자증권에 대한 영업만을 인가받은 투자매매업 자 또는 투자중개업자와 법"
제78조,[],REGULATION,다자간매매체결업무,투자중개업자,제외한다,다자간매매체결업무,MANDATORY,제78조에 따른 다자간매매체결업무를 영위하는 투자중개업자는 제외한다.
제8조,"[None, None, 8, None]",DEFINITION,집합투자업자,금융투자업자,말한다,집합투자업자,DEFINITIONAL,제8조에 따른 금융투자업자 중 집합투자업자(집합투자증권을 제외한 다른 금융투자상품에 대한 투자매매업과 투자중개업을 영위하는 자는 제외한다)를 말한다.
제8조,[],DEFINITION,신탁업자,금융투자업자,말한다,신탁업자,DEFINITIONAL,제8조에 따른 금융투자업자 중 신탁업자(1종 금융투자업자를 제외한다)를 말한다.
제78조,[],DEFINITION,투자중개업자,투자중개업자,,,DEFINITIONAL,제78조에 따른 다자간매매체결업무를 영위하는 투자중개업자를 말한다.
제13조제1항제1호,"[13, 1, 1, 1]",REGULATION,대손충당금,금융투자업자,적립,대손충당금,MANDATORY,"제13조제1항제1호에 따른 국제회계기준위원회의 국제회계기준을 채택하여 정한 회계처리기준(이하 ""한국채택국제회계기준""이라 한다)에 따라 대손충당금(채무보증충당금을 포함한다. 이하 이 조에서 같다)을 적립하고, 동 대손충당금 적립액이 다음 각 호 및 제2항 각호에서 정한 금액의 합계에 미달하는 경우 그 미달 금액을 매 결산 시(분기별 가결산을 포함한다. 이하 이 조에서 같다)마다 대손준비금으로 적립(분기별 가결 산시로서 대손준비금 적립이 확정되지 않은 경우에는 적립예정금액을 산정하는 것을 말한다. 이하 이조에서 같 다)하여야 한다.<개정 2012. 7. 10., 2017. 3. 22.> 1. ""정상"" 분류 자산의 100분의 0.5 2. ""요주의"" 분류 자산의 100분의 2 3. ""고정"" 분류 자산의 100분의 20 4. ""회수의문"" 분류 자산의 100분의 75 5. ""추정손실"" 분류 자산의 100분의 100 ② 금융투자업자는 제1항 각 호에도 불구하고 부동산프로젝트파이낸싱 관련 자산 등 및 신탁계정대여금에 대하 여는 다음 각 호에서 정하는 표준비율을 적용한다.<신설 2010. 9. 1., 개정 2012. 7. 10., 개정 2017. 5. 8.> 1. ""정상"" 분류 자산 가. 신용평가등급 BBB- 또는 A3- 이상 기업이 지급보증한 자산의 경우(나목에 해당하는 경우를 제외한다) : 100분의 0.5 나. 최초 취급 후 1년 이상 경과한 신탁계정대여금 및 매입 대출채권으로 최초 취급 후 1년 이상 경과한 자산의 경우 : 100분의 3 다. 그 밖의 자산의 경우 : 100분의 2 2. ""요주의""분류 자산 법제처 28 국가법령정보센터 금융투자업규정 가. 관련자산이 아파트인 경우 :"
제179조,[],DEFINITION,채권중개전문회사,채권중개전문회사,,,DEFINITIONAL,"제179조에 따른 채권중개전문회사(이하 ""채권중개전문회사라 한다) 및 법"
제78조,"[None, None, 78, None]",REGULATION,제3-7조 및 제3-8조 적용 제외,다자간매매체결회사,적용하지 않는다,제3-7조 및 제3-8조,PROHIBITIVE,"제78조에 따른 다 자간매매체결업무를 영위하는 금융투자업자(이하 ""다자간매매체결회사""라 한다)에 관하여는 제3-7조 및 제3-8조 를 적용하지 아니한다."
